,X,Y,OBJECTID,ABCDMisc,ADSPermissionState,CalculatedAcres,ContainmentDateTime,ControlDateTime,CreatedOnDateTime,DailyAcres,DiscoveryAcres,DispatchCenterID,FinalFireReportApprovedByTitle,FinalFireReportApprovedByUnit,FinalFireReportApprovedDate,FireBehaviorGeneral,FireBehaviorGeneral1,FireBehaviorGeneral2,FireBehaviorGeneral3,FireCause,FireCauseGeneral,FireCauseSpecific,FireCode,FireDepartmentID,FireDiscoveryDateTime,FireMgmtComplexity,FireOutDateTime,FireStrategyConfinePercent,FireStrategyFullSuppPercent,FireStrategyMonitorPercent,FireStrategyPointZonePercent,FSJobCode,FSOverrideCode,GACC,ICS209ReportDateTime,ICS209ReportForTimePeriodFrom,ICS209ReportForTimePeriodTo,ICS209ReportStatus,IncidentManagementOrganization,IncidentName,IncidentShortDescription,IncidentTypeCategory,IncidentTypeKind,InitialLatitude,InitialLongitude,InitialResponseAcres,InitialResponseDateTime,IrwinID,IsFireCauseInvestigated,IsFireCodeRequested,IsFSAssisted,IsMultiJurisdictional,IsQuarantined,IsReimbursable,IsTrespass,IsUnifiedCommand,IsValid,LocalIncidentIdentifier,ModifiedOnDateTime,PercentContained,PercentPerimeterToBeContained,POOCity,POOCounty,POODispatchCenterID,POOFips,POOJurisdictionalAgency,POOJurisdictionalUnit,POOJurisdictionalUnitParentUnit,POOLandownerCategory,POOLandownerKind,POOLegalDescPrincipalMeridian,POOLegalDescQtr,POOLegalDescQtrQtr,POOLegalDescRange,POOLegalDescSection,POOLegalDescTownship,POOPredictiveServiceAreaID,POOProtectingAgency,POOProtectingUnit,POOState,PredominantFuelGroup,PredominantFuelModel,PrimaryFuelModel,SecondaryFuelModel,TotalIncidentPersonnel,UniqueFireIdentifier,WFDSSDecisionStatus,CreatedBySystem,ModifiedBySystem,CreatedOn,ModifiedOn,IsDispatchComplete,OrganizationalAssessment,StrategicDecisionPublishDate,GlobalID,ModifiedOnDateTime_dt,CreatedOnDateTime_dt
4,-118.7112,34.10387,147106,,DEFAULT,,,,1580061274513,,0.1,CALACC,,,,,,,,Unknown,,,,,2020/01/26 17:49:31+00,,,,,,,,,OSCC,,,,,,WILLOW,,WF,FI,34.13755,-118.70161999999999,,,{91801740-F266-4E65-850C-459A648C8FA8},,0,,,0,,,,1,28264,1614029280090,,,,Los Angeles,CALACC,6037,LAC,CALAC,,NPS,Federal,,,,,,,SC08,C&L,CALAC,US-CA,,,,,,2020-CALAC-028264,No Decision,lacocad,INFORM_Inspector,,,,,,{A0288D7F-0C4E-4347-8A6A-2EA2B787EEBD},2021/02/22 21:28:00+00,2020/01/26 17:54:34+00
5,-118.69566699999999,34.0343894000001,150983,,DEFAULT,,,,1583784933720,0.1,,CAANCC,,,,,,,,Human,Equipment,"Other, Unknown",M0Y6,,2020/03/07 21:13:00+00,,,,,,,,,OSCC,,,,,,COAST,,WF,FI,,,,2020/03/07 22:27:00+00,{E4905563-6CAB-4D15-AF00-3A8A2C7FFE3D},,0,0.0,0.0,0,0.0,0.0,,1,130,1614027737810,,,,Los Angeles,CALACC,6037,CALAC,CACAS,,Private,Private,,,,,,,SC08,NPS,CASMP,US-CA,Grass,GR3,,,,2020-CASMP-000130,No Decision,firecode,INFORM_Inspector,,,,,,{F6F48DA4-4E38-4F62-B2AF-C07D5B5A4207},2021/02/22 21:02:17+00,2020/03/09 20:15:33+00
6,-118.58118,34.0394590000001,155187,,DEFAULT,0.1,,,1587759517290,0.1,0.1,CALACC,,,,,,,,Unknown,Cause and Origin Not Identified,,,,2020/04/24 20:13:13+00,,,,,,,,,OSCC,,,,,,LAC-123030,,WF,FI,34.0396,-118.58123,,,{03F64B33-FA45-46F0-8EE9-DD799C87764C},,0,,,0,,,,1,123030,1614028832323,,,,Los Angeles,CALACC,6037,,,,State,Other,,,,,,,SC08,C&L,CALAC,US-CA,,,,,,2020-CALAC-123030,No Decision,lacocad,INFORM_Inspector,,,,,,{F22E4BE3-BE30-499D-9FF9-9D6EF7548CB4},2021/02/22 21:20:32+00,2020/04/24 20:18:37+00
7,-118.66471999999999,34.09885,163385,,DEFAULT,,,,1589578957950,,0.1,CALACC,,,,,,,,Unknown,,,,,2020/05/15 21:36:30+00,,,,,,,,,OSCC,,,,,,LAC-143884,,WF,FI,34.09885,-118.66471999999999,,,{B4BFF477-5DEA-417D-9DD1-92DF2A0DE98A},,0,,,0,,,,1,143884,1614030474497,,,,Los Angeles,CALACC,6037,,,,Private,Private,,,,,,,SC08,C&L,CALAC,US-CA,,,,,,2020-CALAC-143884,No Decision,lacocad,INFORM_Inspector,,,,,,{EC2C09CD-9BED-49FF-9AD1-C5484B23ABAA},2021/02/22 21:47:54+00,2020/05/15 21:42:37+00
8,-118.414174,34.1042410000001,166833,,DEFAULT,0.44,,,1591546959727,0.4,0.1,CALACC,,,,,,,,Human,Equipment,Power Generation/Transmission,,,2020/06/07 16:15:00+00,,,,,,,,,OSCC,,,,,,LAKE,,WF,FI,34.10528,-118.41745,,,{8194EF1C-01B8-43CE-A414-C29CAE268207},,0,,,0,,,,1,166710,1614032483457,,,,Los Angeles,CALACC,6037,,,,Private,Private,,,,,,,SC08,C&L,CALAC,US-CA,Grass-Shrub,GS2,,,,2020-CALAC-166710,No Decision,lacocad,INFORM_Inspector,,,,,,{E3E58D13-9B50-4CE5-A909-B196EDEE0224},2021/02/22 22:21:23+00,2020/06/07 16:22:39+00
9,-118.698718,34.0376350000001,167212,,DEFAULT,0.1,,,1591726599670,0.1,0.1,CALACC,,,,,,,,Human,Equipment,Power Tools,,,2020/06/09 18:10:17+00,,,,,,,,,OSCC,,,,,,LAC-168924,,WF,FI,34.03764,-118.69873,,,{D663FE47-0758-452F-A7AF-65F1C14D876B},,0,,,0,,,,1,168924,1614033305700,,,,Los Angeles,CALACC,6037,,,,Private,Private,,,,,,,SC08,C&L,CALAC,US-CA,,,,,,2020-CALAC-168924,No Decision,lacocad,INFORM_Inspector,,,,,,{0C7AE809-10EA-49A2-A6FD-81588C267A41},2021/02/22 22:35:05+00,2020/06/09 18:16:39+00
10,-118.69378799999998,34.0951700000001,170759,,DEFAULT,,,,1593387159260,0.1,0.1,CALACC,,,,,,,,Human,Equipment,Motor Vehicle,,,2020/06/28 23:21:33+00,,,,,,,,,OSCC,,,,,,LAC-189653,,WF,FI,34.10111,-118.69108999999999,,,{882CB6EC-E08A-4E0B-BD3E-F23BE8C29EFB},,0,,,0,,,,1,189653,1614024798297,,,,Los Angeles,CALACC,6037,,,,County,Other,,,,,,,SC08,C&L,CALAC,US-CA,,,,,,2020-CALAC-189653,No Decision,lacocad,INFORM_Inspector,,,,,,{5A839497-39AF-486C-ACC0-798083BE8958},2021/02/22 20:13:18+00,2020/06/28 23:32:39+00
11,-123.4578,41.19449,177262,,DEFAULT,143697.7883,,,1595866438720,142386.0,0.1,CANCIC,,,,,,,,Unknown,,,NBS2,,2020/07/27 15:23:00+00,,,,,,,,,ONCC,,,,,,Red,,WF,FI,41.19449,-123.4578,,,{599BC281-404B-4F3E-BE7F-9A8F7B3E9E56},,0,1.0,0.0,0,0.0,0.0,0.0,1,643,1614112776553,,100.0,,Humboldt,CANCIC,6023,FS,CASRF,,USFS,Federal,,,,,,,NC04,FS,CASRF,US-CA,,,,,,2020-CASRF-000643,Approved Decision,wildcad,wildcad,,,,Type 4 Incident,2020/10/26 02:26:35+00,{23EFB732-0398-4B5C-B568-F9B71841A63D},2021/02/23 20:39:36+00,2020/07/27 16:13:58+00
12,-118.62534299999999,34.275401,180733,,DEFAULT,26.73,,,1597170654380,27.0,0.1,CALACC,,,,,,,,Unknown,Cause and Origin Not Identified,,,,2020/08/11 18:25:55+00,,,,,,,,,OSCC,,,,,,PEAK,,WF,FI,34.27786,-118.6047,,,{E229258B-1562-4318-999B-1BB127EF0C6E},,0,,,0,,,,1,238836,1614023574690,,,,Los Angeles,CALACC,6037,,,,Private,Private,,,,,,,SC08,C&L,CALAC,US-CA,,,,,,2020-CALAC-238836,No Decision,lacocad,INFORM_Inspector,,,,,,{4884B5B7-F0B8-4322-9775-37B751542B59},2021/02/22 19:52:54+00,2020/08/11 18:30:54+00
14,-122.9983,40.2018100000001,187617,NH5X,ICS209,,,,1599435886303,391493.0,1.0,CARICC,,,,Active,Short Crown Runs,Uphill Runs,Short-range Spotting,Natural,,,NKS6,,2020/08/29 18:55:54+00,Type 1 Incident,,15.0,50.0,15.0,20.0,PN,1502.0,ONCC,2020/09/10 15:45:00+00,2020/09/10 00:59:59+00,2020/09/10 15:45:00+00,F,Type 1 Team,SHF ELKHORN,"Trinity, Tehama and Humboldt counties",WF,FI,40.14235,-123.0594,,,{76FB2AF8-B3F9-4486-ADB4-C4D9C2114201},,0,0.0,0.0,0,0.0,0.0,0.0,1,1358,1614042420083,100.0,100.0,Ruth,Trinity,CARICC,6105,FS,CASHF,,USFS,Federal,,,,,,,NC04,FS,CASHF,US-CA,,,Timber (Grass and Understory),Brush (2 feet),327.0,2020-CASHF-001358,No Decision,wildcad,INFORM_Inspector,,,,,,{D754E157-D351-4322-8A0B-4BF88CD1207E},2021/02/23 01:07:00+00,2020/09/06 23:44:46+00
